dataset,id_graph,|E_L_2|,EL2_stima,n**4
ZINC,947,56646,902016.0,1048576
ZINC,948,17042,295000.0,279841
ZINC,949,8182,150400.0,130321
ZINC,950,22459,379080.0,331776
ZINC,951,21720,362336.0,234256
ZINC,952,22025,373248.0,390625
ZINC,953,25592,426496.0,531441
ZINC,954,9528,172872.0,160000
ZINC,955,20068,340704.0,390625
ZINC,956,21493,367416.0,390625
ZINC,957,4473,87856.0,65536
ZINC,958,7341,135736.0,130321
ZINC,959,25024,420224.0,456976
ZINC,960,34581,568912.0,614656
ZINC,961,38678,630784.0,707281
ZINC,962,2564,53312.0,28561
ZINC,963,69378,1085888.0,1336336
ZINC,964,8183,150400.0,130321
ZINC,965,19232,329888.0,331776
ZINC,966,6776,127072.0,130321
ZINC,967,13253,232760.0,194481
ZINC,968,17426,300000.0,331776
ZINC,969,5048,97104.0,83521
ZINC,970,11568,205216.0,160000
ZINC,971,3804,75776.0,65536
ZINC,972,14714,258048.0,279841
ZINC,973,7208,132848.0,104976
ZINC,974,41582,679536.0,810000
ZINC,975,17505,300000.0,279841
ZINC,976,15069,262656.0,234256
ZINC,977,28396,470960.0,456976
ZINC,978,15061,262656.0,331776
ZINC,979,15103,262656.0,234256
ZINC,980,4634,90168.0,65536
ZINC,981,3913,77824.0,65536
ZINC,982,12267,220064.0,234256
ZINC,983,26583,439040.0,390625
ZINC,984,22007,373248.0,390625
ZINC,985,10956,197472.0,194481
ZINC,986,70523,1097440.0,1336336
ZINC,987,51244,823200.0,923521
ZINC,988,11548,205216.0,160000
ZINC,989,22046,373248.0,390625
ZINC,990,13233,232760.0,234256
ZINC,991,14229,245456.0,234256
ZINC,992,5559,106272.0,104976
ZINC,993,31423,518400.0,531441
ZINC,994,16651,290000.0,279841
ZINC,995,4768,92480.0,83521
ZINC,996,14716,258048.0,234256
ZINC,997,24545,413952.0,456976
ZINC,998,11625,205216.0,194481
ZINC,999,27765,464232.0,531441
ZINC,1000,13245,232760.0,234256
ZINC,1001,25578,426496.0,456976
ZINC,1002,12904,228528.0,194481
ZINC,1003,23965,407680.0,456976
ZINC,1004,25575,426496.0,456976
ZINC,1005,6929,129960.0,130321
ZINC,1006,8889,160000.0,104976
ZINC,1007,27788,464232.0,531441
ZINC,1008,68347,1074336.0,1336336
ZINC,1009,22007,373248.0,390625
ZINC,1010,27784,464232.0,531441
ZINC,1011,5548,106272.0,83521
ZINC,1012,15432,267264.0,279841
ZINC,1013,30764,511200.0,614656
ZINC,1014,9260,169344.0,160000
ZINC,1015,32657,532800.0,614656
ZINC,1016,15098,262656.0,279841
ZINC,1017,9799,176400.0,160000
ZINC,1018,11841,209088.0,160000
ZINC,1019,11283,201344.0,194481
ZINC,1020,5724,108864.0,104976
ZINC,1021,7962,147200.0,160000
ZINC,1022,15030,262656.0,279841
ZINC,1023,16259,285000.0,279841
ZINC,1024,22969,384912.0,331776
ZINC,1025,3285,66600.0,50625
ZINC,1026,28997,477688.0,456976
ZINC,1027,3842,75776.0,50625
ZINC,1028,5189,99416.0,65536
ZINC,1029,4803,92480.0,65536
ZINC,1030,38778,630784.0,707281
ZINC,1031,15351,267264.0,279841
ZINC,1032,7969,147200.0,104976
ZINC,1033,10655,193600.0,234256
ZINC,1034,18249,310000.0,234256
ZINC,1035,26027,432768.0,456976
ZINC,1036,37278,614400.0,707281
ZINC,1037,21518,367416.0,331776
ZINC,1038,20090,340704.0,331776
ZINC,1039,11252,201344.0,194481
ZINC,1040,26088,432768.0,390625
ZINC,1041,8457,153600.0,104976
ZINC,1042,4629,90168.0,83521
ZINC,1043,11284,201344.0,160000
ZINC,1044,12567,224296.0,234256
ZINC,1045,19621,335296.0,331776
ZINC,1046,28310,470960.0,456976
ZINC,1047,22044,373248.0,390625
ZINC,1048,14716,258048.0,279841
ZINC,1049,2972,61200.0,50625
ZINC,1050,19193,329888.0,390625
ZINC,1051,17765,305000.0,234256
ZINC,1052,17448,300000.0,279841
ZINC,1053,12551,224296.0,234256
ZINC,1054,1805,39208.0,28561
ZINC,1055,22964,384912.0,390625
ZINC,1056,34506,568912.0,707281
ZINC,1057,5561,106272.0,83521
ZINC,1058,18764,324480.0,331776
ZINC,1059,22942,384912.0,390625
ZINC,1060,15031,262656.0,279841
ZINC,1061,16651,290000.0,331776
ZINC,1062,7411,135736.0,83521
ZINC,1063,11285,201344.0,160000
ZINC,1064,23986,407680.0,456976
ZINC,1065,17484,300000.0,331776
ZINC,1066,19608,335296.0,331776
ZINC,1067,15103,262656.0,234256
ZINC,1068,28331,470960.0,531441
ZINC,1069,8170,150400.0,130321
ZINC,1070,33893,561224.0,707281
ZINC,1071,17819,305000.0,279841
ZINC,1072,22943,384912.0,456976
ZINC,1073,32681,532800.0,614656
ZINC,1074,10010,179928.0,160000
ZINC,1075,8388,153600.0,130321
ZINC,1076,3820,75776.0,65536
ZINC,1077,66246,1029488.0,1185921
ZINC,1078,19212,329888.0,331776
ZINC,1079,18779,324480.0,390625
ZINC,1080,11887,209088.0,160000
ZINC,1081,42298,688248.0,810000
ZINC,1082,8631,156800.0,130321
ZINC,1083,20088,340704.0,331776
ZINC,1084,23895,396576.0,456976
ZINC,1085,24483,413952.0,456976
ZINC,1086,15073,262656.0,234256
ZINC,1087,6774,127072.0,130321
ZINC,1088,13266,232760.0,194481
ZINC,1089,25579,426496.0,390625
ZINC,1090,17924,305000.0,279841
ZINC,1091,19681,335296.0,331776
ZINC,1092,8154,150400.0,160000
ZINC,1093,7000,129960.0,83521
ZINC,1094,10701,193600.0,194481
ZINC,1095,10494,186984.0,194481
ZINC,1096,47040,758336.0,923521
ZINC,1097,27222,457504.0,531441
ZINC,1098,3810,75776.0,65536
ZINC,1099,7976,147200.0,130321
ZINC,1100,15455,267264.0,234256
ZINC,1101,51286,804576.0,810000
ZINC,1102,6085,114048.0,83521
ZINC,1103,11563,205216.0,194481
ZINC,1104,4447,87856.0,83521
ZINC,1105,46187,749088.0,923521
ZINC,1106,46242,749088.0,923521
ZINC,1107,11545,205216.0,194481
ZINC,1108,5899,111456.0,83521
ZINC,1109,34563,568912.0,614656
ZINC,1110,8394,153600.0,130321
ZINC,1111,7386,135736.0,83521
ZINC,1112,28889,477688.0,531441
ZINC,1113,17798,313664.0,390625
ZINC,1114,13251,232760.0,194481
ZINC,1115,24502,413952.0,456976
ZINC,1116,13281,232760.0,194481
ZINC,1117,9802,176400.0,160000
ZINC,1118,18211,310000.0,279841
ZINC,1119,28431,470960.0,614656
ZINC,1120,5890,111456.0,104976
ZINC,1121,12918,228528.0,234256
ZINC,1122,7703,144000.0,130321
ZINC,1123,4608,90168.0,83521
ZINC,1124,11206,201344.0,194481
ZINC,1125,24527,413952.0,390625
ZINC,1126,22990,384912.0,331776
ZINC,1127,18318,310000.0,234256
ZINC,1128,17908,305000.0,279841
ZINC,1129,8402,153600.0,130321
ZINC,1130,17481,300000.0,279841
ZINC,1131,33900,561224.0,614656
ZINC,1132,6791,127072.0,104976
ZINC,1133,47806,767584.0,923521
ZINC,1134,8195,150400.0,130321
ZINC,1135,50356,813400.0,1048576
ZINC,1136,9218,169344.0,160000
ZINC,1137,25553,426496.0,456976
ZINC,1138,22951,384912.0,331776
ZINC,1139,30791,511200.0,531441
ZINC,1140,35154,576600.0,614656
ZINC,1141,24485,413952.0,456976
ZINC,1142,19192,329888.0,390625
ZINC,1143,5522,106272.0,104976
ZINC,1144,28417,470960.0,456976
ZINC,1145,12955,228528.0,194481
ZINC,1146,2625,54880.0,28561
ZINC,1147,8431,153600.0,104976
ZINC,1148,17780,305000.0,331776
ZINC,1149,12566,224296.0,234256
ZINC,1150,24501,413952.0,456976
ZINC,1151,23984,407680.0,456976
ZINC,1152,46076,731808.0,810000
ZINC,1153,22990,384912.0,331776
ZINC,1154,23467,401408.0,456976
ZINC,1155,9480,172872.0,160000
ZINC,1156,15068,262656.0,234256
ZINC,1157,22008,373248.0,390625
ZINC,1158,7965,147200.0,130321
ZINC,1159,9510,172872.0,160000
ZINC,1160,9261,169344.0,194481
ZINC,1161,18761,324480.0,390625
ZINC,1162,17075,295000.0,279841
ZINC,1163,29578,484416.0,456976
ZINC,1164,31306,518400.0,614656
ZINC,1165,22010,373248.0,331776
ZINC,1166,12567,224296.0,234256
ZINC,1167,21531,367416.0,456976
ZINC,1168,14150,245456.0,234256
ZINC,1169,23533,390744.0,390625
ZINC,1170,48757,776832.0,923521
ZINC,1171,19201,329888.0,279841
ZINC,1172,14365,253440.0,234256
ZINC,1173,43144,696960.0,707281
ZINC,1174,5718,108864.0,83521
ZINC,1175,14328,253440.0,279841
ZINC,1176,9808,176400.0,130321
ZINC,1177,13230,232760.0,234256
ZINC,1178,21845,362336.0,279841
ZINC,1179,81744,1267200.0,1500625
ZINC,1180,20883,351520.0,331776
ZINC,1181,66337,1029488.0,1336336
ZINC,1182,22457,379080.0,390625
ZINC,1183,28374,470960.0,456976
ZINC,1184,28931,477688.0,456976
ZINC,1185,77045,1192464.0,1336336
ZINC,1186,63294,996632.0,1185921
ZINC,1187,23447,401408.0,456976
ZINC,1188,11885,209088.0,160000
ZINC,1189,4782,92480.0,65536
ZINC,1190,11553,205216.0,194481
ZINC,1191,21532,367416.0,390625
ZINC,1192,4790,92480.0,83521
ZINC,1193,27806,464232.0,531441
ZINC,1194,35928,584288.0,614656
ZINC,1195,86452,1344800.0,1679616
ZINC,1196,31398,518400.0,531441
ZINC,1197,13244,232760.0,234256
ZINC,1198,15045,262656.0,279841
ZINC,1199,17429,300000.0,279841
ZINC,1200,5534,106272.0,104976
ZINC,1201,19681,335296.0,331776
ZINC,1202,4633,90168.0,65536
ZINC,1203,25065,420224.0,390625
ZINC,1204,28438,470960.0,456976
ZINC,1205,2303,48608.0,38416
ZINC,1206,35056,561600.0,390625
ZINC,1207,11561,205216.0,194481
ZINC,1208,7703,144000.0,160000
ZINC,1209,11004,197472.0,160000
ZINC,1210,34629,568912.0,614656
ZINC,1211,49383,803600.0,1048576
ZINC,1212,16221,285000.0,331776
ZINC,1213,25554,426496.0,456976
ZINC,1214,21965,373248.0,390625
ZINC,1215,28972,477688.0,531441
ZINC,1216,16610,290000.0,331776
ZINC,1217,9528,172872.0,160000
ZINC,1218,35212,576600.0,707281
ZINC,1219,46267,749088.0,923521
ZINC,1220,12600,224296.0,234256
ZINC,1221,17074,295000.0,331776
ZINC,1222,47912,767584.0,923521
ZINC,1223,6980,129960.0,130321
ZINC,1224,5024,97104.0,83521
ZINC,1225,9221,169344.0,160000
ZINC,1226,5924,111456.0,83521
ZINC,1227,28926,477688.0,531441
ZINC,1228,43037,696960.0,810000
ZINC,1229,11302,201344.0,160000
ZINC,1230,23986,407680.0,456976
ZINC,1231,24401,402408.0,390625
ZINC,1232,56588,902016.0,1048576
ZINC,1233,18280,310000.0,234256
ZINC,1234,22007,373248.0,456976
ZINC,1235,10688,193600.0,194481
ZINC,1236,22496,379080.0,390625
ZINC,1237,43196,696960.0,810000
ZINC,1238,40959,655360.0,614656
ZINC,1239,21512,367416.0,390625
ZINC,1240,8872,160000.0,160000
ZINC,1241,80422,1254400.0,1500625
ZINC,1242,20571,346112.0,390625
ZINC,1243,8196,150400.0,130321
ZINC,1244,23289,390744.0,456976
ZINC,1245,20108,340704.0,331776
ZINC,1246,18677,315000.0,279841
ZINC,1247,4613,90168.0,83521
ZINC,1248,17484,300000.0,279841
ZINC,1249,10702,193600.0,194481
ZINC,1250,11889,209088.0,160000
ZINC,1251,66245,1051232.0,1336336
ZINC,1252,27851,464232.0,531441
ZINC,1253,12582,224296.0,234256
ZINC,1254,32011,525600.0,531441
ZINC,1255,7990,147200.0,130321
ZINC,1256,9472,172872.0,160000
ZINC,1257,15414,267264.0,279841
ZINC,1258,10686,193600.0,194481
ZINC,1259,21040,361584.0,390625
ZINC,1260,22950,384912.0,390625
ZINC,1261,17065,295000.0,234256
ZINC,1262,33236,553536.0,614656
ZINC,1263,22559,379080.0,331776
ZINC,1264,21993,373248.0,331776
ZINC,1265,7199,132848.0,104976
ZINC,1266,20057,340704.0,331776
ZINC,1267,35265,576600.0,614656
ZINC,1268,23893,396576.0,456976
ZINC,1269,17427,300000.0,279841
ZINC,1270,67247,1062784.0,1336336
ZINC,1271,31988,525600.0,531441
ZINC,1272,9538,172872.0,160000
ZINC,1273,13269,232760.0,194481
ZINC,1274,51184,823200.0,1048576
ZINC,1275,11579,205216.0,194481
ZINC,1276,3962,77824.0,50625
ZINC,1277,24547,413952.0,456976
ZINC,1278,4784,92480.0,65536
ZINC,1279,20111,340704.0,279841
ZINC,1280,11314,201344.0,160000
ZINC,1281,19176,329888.0,331776
ZINC,1282,4933,94792.0,65536
ZINC,1283,17449,300000.0,279841
ZINC,1284,26034,432768.0,390625
ZINC,1285,7196,132848.0,104976
ZINC,1286,9279,169344.0,130321
ZINC,1287,63267,996632.0,1185921
ZINC,1288,2010,43264.0,20736
ZINC,1289,660,16800.0,14641
ZINC,1290,24551,413952.0,390625
ZINC,1291,11001,197472.0,194481
ZINC,1292,17077,295000.0,279841
ZINC,1293,32587,532800.0,614656
ZINC,1294,37203,599664.0,707281
ZINC,1295,3822,75776.0,50625
ZINC,1296,3945,77824.0,65536
ZINC,1297,19605,335296.0,331776
ZINC,1298,42301,688248.0,810000
ZINC,1299,26682,450776.0,531441
ZINC,1300,7920,147200.0,160000
ZINC,1301,28372,470960.0,456976
ZINC,1302,14345,253440.0,279841
ZINC,1303,15398,267264.0,279841
ZINC,1304,2012,43264.0,28561
ZINC,1305,7951,147200.0,130321
ZINC,1306,20132,340704.0,279841
ZINC,1307,23945,407680.0,456976
ZINC,1308,32565,532800.0,614656
ZINC,1309,13813,241224.0,194481
ZINC,1310,1439,32256.0,14641
ZINC,1311,21490,367416.0,456976
ZINC,1312,7410,135736.0,83521
ZINC,1313,9818,176400.0,130321
ZINC,1314,5737,108864.0,83521
ZINC,1315,41552,679536.0,923521
ZINC,1316,20109,340704.0,331776
ZINC,1317,22523,379080.0,331776
ZINC,1318,18761,324480.0,331776
ZINC,1319,44698,714384.0,707281
ZINC,1320,18674,315000.0,279841
ZINC,1321,3702,73728.0,65536
ZINC,1322,7927,144400.0,83521
ZINC,1323,17449,300000.0,279841
ZINC,1324,10778,190512.0,160000
ZINC,1325,19149,329888.0,390625
ZINC,1326,5185,99416.0,65536
ZINC,1327,30131,504000.0,531441
ZINC,1328,53022,842800.0,923521
ZINC,1329,9245,169344.0,160000
ZINC,1330,35246,576600.0,614656
ZINC,1331,13219,232760.0,194481
ZINC,1332,78251,1204632.0,1336336
ZINC,1333,20110,340704.0,331776
ZINC,1334,12130,212960.0,194481
ZINC,1335,2988,61200.0,50625
ZINC,1336,17059,295000.0,279841
ZINC,1337,11002,197472.0,194481
ZINC,1338,687,17600.0,14641
ZINC,1339,32594,532800.0,531441
ZINC,1340,21510,367416.0,456976
ZINC,1341,10065,179928.0,160000
ZINC,1342,18762,324480.0,331776
ZINC,1343,19662,335296.0,331776
ZINC,1344,9775,176400.0,160000
ZINC,1345,4577,90168.0,83521
ZINC,1346,9771,176400.0,160000
ZINC,1347,25065,420224.0,390625
ZINC,1348,19635,335296.0,390625
ZINC,1349,59160,952824.0,1336336
ZINC,1350,11300,201344.0,160000
ZINC,1351,33896,561224.0,707281
ZINC,1352,53140,842800.0,923521
ZINC,1353,4804,92480.0,83521
ZINC,1354,19580,335296.0,390625
ZINC,1355,28390,470960.0,531441
ZINC,1356,23986,407680.0,456976
ZINC,1357,30062,504000.0,614656
ZINC,1358,26596,439040.0,390625
ZINC,1359,33897,561224.0,614656
ZINC,1360,24030,407680.0,456976
ZINC,1361,25620,426496.0,390625
ZINC,1362,21019,361584.0,390625
ZINC,1363,24504,413952.0,456976
ZINC,1364,29428,484416.0,456976
ZINC,1365,6587,124184.0,104976
ZINC,1366,39343,638976.0,707281
ZINC,1367,12920,228528.0,194481
ZINC,1368,10317,183456.0,194481
ZINC,1369,19214,329888.0,331776
ZINC,1370,20911,351520.0,331776
ZINC,1371,18739,324480.0,390625
ZINC,1372,78048,1228800.0,1679616
ZINC,1373,9510,172872.0,160000
ZINC,1374,5728,108864.0,83521
ZINC,1375,5920,111456.0,104976
ZINC,1376,14695,258048.0,279841
ZINC,1377,9789,176400.0,160000
ZINC,1378,21533,367416.0,390625
ZINC,1379,22495,379080.0,390625
ZINC,1380,19701,335296.0,279841
ZINC,1381,9523,172872.0,160000
ZINC,1382,21986,373248.0,390625
ZINC,1383,34578,568912.0,707281
ZINC,1384,27766,464232.0,456976
ZINC,1385,10644,193600.0,194481
ZINC,1386,7192,132848.0,130321
ZINC,1387,22478,379080.0,390625
ZINC,1388,25080,420224.0,531441
ZINC,1389,8982,165816.0,160000
ZINC,1390,23916,396576.0,390625
ZINC,1391,20940,351520.0,331776
ZINC,1392,17444,300000.0,331776
ZINC,1393,1320,29952.0,20736
ZINC,1394,15834,271872.0,234256
ZINC,1395,55647,891648.0,1048576
ZINC,1396,15105,262656.0,234256
ZINC,1397,20090,340704.0,331776
ZINC,1398,49444,803600.0,1048576
ZINC,1399,15851,271872.0,234256
ZINC,1400,35856,584288.0,614656
ZINC,1401,13892,241224.0,194481
ZINC,1402,7976,147200.0,130321
ZINC,1403,14328,253440.0,279841
ZINC,1404,24008,407680.0,456976
ZINC,1405,35290,576600.0,531441
ZINC,1406,9513,172872.0,160000
ZINC,1407,16668,290000.0,331776
ZINC,1408,14713,258048.0,279841
ZINC,1409,9802,176400.0,160000
ZINC,1410,24009,407680.0,456976
ZINC,1411,41614,679536.0,707281
ZINC,1412,28975,477688.0,456976
ZINC,1413,11312,201344.0,194481
ZINC,1414,43164,696960.0,810000
ZINC,1415,5886,111456.0,104976
ZINC,1416,11305,201344.0,160000
ZINC,1417,9231,169344.0,160000
ZINC,1418,38703,630784.0,707281
ZINC,1419,15799,271872.0,234256
ZINC,1420,19662,335296.0,331776
ZINC,1421,34558,568912.0,614656
ZINC,1422,16255,285000.0,331776
ZINC,1423,24566,413952.0,456976
ZINC,1424,61292,974728.0,1185921
ZINC,1425,4482,87856.0,65536
ZINC,1426,5534,106272.0,104976
ZINC,1427,22534,379080.0,390625
ZINC,1428,30794,511200.0,531441
ZINC,1429,38678,630784.0,707281
ZINC,1430,65077,1039680.0,1500625
ZINC,1431,35875,584288.0,614656
ZINC,1432,14679,258048.0,279841
ZINC,1433,17848,305000.0,331776
ZINC,1434,52007,833000.0,1048576
ZINC,1435,8224,150400.0,130321
ZINC,1436,15103,262656.0,234256
ZINC,1437,26155,432768.0,390625
ZINC,1438,1488,33408.0,20736
ZINC,1439,12970,228528.0,234256
ZINC,1440,17082,295000.0,234256
ZINC,1441,9292,169344.0,160000
ZINC,1442,17467,300000.0,279841
ZINC,1443,29486,484416.0,531441
ZINC,1444,2973,61200.0,50625
ZINC,1445,10987,197472.0,194481
ZINC,1446,16163,285000.0,331776
ZINC,1447,7963,147200.0,130321
ZINC,1448,12914,228528.0,234256
ZINC,1449,25041,420224.0,456976
ZINC,1450,17449,300000.0,279841
ZINC,1451,10969,197472.0,194481
ZINC,1452,33206,553536.0,707281
ZINC,1453,35242,576600.0,614656
ZINC,1454,12553,224296.0,234256
ZINC,1455,20905,351520.0,331776
ZINC,1456,8212,150400.0,130321
ZINC,1457,37968,622592.0,707281
ZINC,1458,14681,258048.0,279841
ZINC,1459,17859,305000.0,234256
ZINC,1460,5549,106272.0,83521
ZINC,1461,17871,305000.0,279841
ZINC,1462,16497,281088.0,234256
ZINC,1463,30746,511200.0,531441
ZINC,1464,20128,340704.0,331776
ZINC,1465,723,18400.0,14641
ZINC,1466,13942,241224.0,194481
ZINC,1467,30676,511200.0,614656
ZINC,1468,21987,373248.0,390625
ZINC,1469,15122,262656.0,234256
ZINC,1470,4805,92480.0,65536
ZINC,1471,22048,373248.0,390625
ZINC,1472,25065,420224.0,390625
ZINC,1473,12568,224296.0,234256
ZINC,1474,22498,379080.0,390625
ZINC,1475,9819,176400.0,160000
ZINC,1476,57638,912384.0,1048576
ZINC,1477,20126,340704.0,331776
ZINC,1478,37227,614400.0,810000
ZINC,1479,31381,518400.0,531441
ZINC,1480,23988,407680.0,456976
ZINC,1481,18679,315000.0,279841
ZINC,1482,3814,75776.0,50625
ZINC,1483,18311,319072.0,331776
ZINC,1484,4644,90168.0,65536
ZINC,1485,8629,156800.0,130321
ZINC,1486,25080,420224.0,456976
ZINC,1487,3491,70200.0,38416
ZINC,1488,27223,457504.0,531441
ZINC,1489,25061,420224.0,456976
ZINC,1490,9833,176400.0,130321
ZINC,1491,11610,205216.0,160000
ZINC,1492,10653,193600.0,234256
ZINC,1493,6991,129960.0,104976
ZINC,1494,38679,630784.0,707281
ZINC,1495,19250,329888.0,331776
ZINC,1496,9248,169344.0,160000
ZINC,1497,27221,457504.0,531441
ZINC,1498,6577,124184.0,104976
ZINC,1499,6793,127072.0,104976
ZINC,1500,41530,679536.0,810000
ZINC,1501,18258,310000.0,279841
ZINC,1502,31983,525600.0,614656
ZINC,1503,18652,315000.0,331776
ZINC,1504,19621,335296.0,331776
ZINC,1505,11855,209088.0,194481
ZINC,1506,17060,295000.0,279841
ZINC,1507,12886,228528.0,234256
ZINC,1508,12601,224296.0,234256
ZINC,1509,3523,71680.0,65536
ZINC,1510,5900,111456.0,104976
ZINC,1511,20111,340704.0,279841
ZINC,1512,33220,540000.0,531441
ZINC,1513,17060,295000.0,279841
ZINC,1514,35941,584288.0,707281
ZINC,1515,18293,310000.0,279841
ZINC,1516,31379,518400.0,531441
ZINC,1517,35244,576600.0,614656
ZINC,1518,16219,285000.0,331776
ZINC,1519,30746,511200.0,614656
ZINC,1520,47890,767584.0,923521
ZINC,1521,29557,484416.0,456976
ZINC,1522,31374,518400.0,614656
ZINC,1523,57552,912384.0,1048576
ZINC,1524,26657,450776.0,531441
ZINC,1525,17503,300000.0,331776
ZINC,1526,19641,335296.0,331776
ZINC,1527,27762,464232.0,531441
ZINC,1528,9818,176400.0,160000
ZINC,1529,68441,1051392.0,1185921
ZINC,1530,13535,236992.0,194481
ZINC,1531,21490,367416.0,390625
ZINC,1532,27244,457504.0,531441
ZINC,1533,13220,232760.0,194481
ZINC,1534,30814,511200.0,531441
ZINC,1535,6796,127072.0,83521
ZINC,1536,17055,295000.0,331776
ZINC,1537,6979,129960.0,130321
ZINC,1538,21555,367416.0,390625
ZINC,1539,26131,432768.0,456976
ZINC,1540,23476,390744.0,331776
ZINC,1541,12553,224296.0,234256
ZINC,1542,6954,129960.0,130321
ZINC,1543,18273,310000.0,279841
ZINC,1544,14327,253440.0,279841
ZINC,1545,24442,413952.0,456976
ZINC,1546,9787,176400.0,160000
ZINC,1547,14276,253440.0,279841
ZINC,1548,10951,197472.0,234256
ZINC,1549,53020,842800.0,1048576
ZINC,1550,10671,193600.0,194481
ZINC,1551,43042,696960.0,810000
ZINC,1552,13578,236992.0,194481
ZINC,1553,16239,285000.0,331776
ZINC,1554,23854,396576.0,390625
ZINC,1555,31379,518400.0,531441
ZINC,1556,4769,92480.0,83521
ZINC,1557,17025,295000.0,279841
ZINC,1558,6553,121824.0,83521
ZINC,1559,8786,160000.0,130321
ZINC,1560,7496,140800.0,130321
ZINC,1561,41558,679536.0,810000
ZINC,1562,19601,335296.0,331776
ZINC,1563,46195,749088.0,923521
ZINC,1564,16688,290000.0,331776
ZINC,1565,23473,390744.0,390625
ZINC,1566,23468,401408.0,456976
ZINC,1567,71498,1108992.0,1336336
ZINC,1568,15102,262656.0,279841
ZINC,1569,51290,823200.0,923521
ZINC,1570,7718,144000.0,130321
ZINC,1571,18742,324480.0,331776
ZINC,1572,3942,77824.0,50625
ZINC,1573,30768,511200.0,531441
ZINC,1574,85051,1331352.0,1679616
ZINC,1575,13527,236992.0,234256
ZINC,1576,13598,236992.0,194481
ZINC,1577,15086,262656.0,234256
ZINC,1578,13976,248832.0,234256
ZINC,1579,22989,384912.0,331776
ZINC,1580,32545,545848.0,707281
ZINC,1581,3922,77824.0,50625
ZINC,1582,11849,209088.0,160000
ZINC,1583,44531,714384.0,707281
ZINC,1584,6794,127072.0,104976
ZINC,1585,5724,108864.0,83521
ZINC,1586,10987,197472.0,194481
ZINC,1587,47672,749232.0,810000
ZINC,1588,32018,525600.0,456976
ZINC,1589,1791,39208.0,28561
ZINC,1590,28888,477688.0,531441
ZINC,1591,24523,413952.0,456976
ZINC,1592,14716,258048.0,234256
ZINC,1593,13235,232760.0,234256
ZINC,1594,8368,153600.0,160000
ZINC,1595,19490,325000.0,279841
ZINC,1596,28370,470960.0,456976
ZINC,1597,24590,413952.0,456976
ZINC,1598,6051,114048.0,104976
ZINC,1599,19151,329888.0,390625
ZINC,1600,16986,295000.0,331776
ZINC,1601,11563,205216.0,194481
ZINC,1602,8412,153600.0,160000
ZINC,1603,4611,90168.0,83521
ZINC,1604,19642,335296.0,331776
ZINC,1605,12969,228528.0,194481
ZINC,1606,16080,276480.0,234256
ZINC,1607,7156,132848.0,104976
ZINC,1608,28371,470960.0,456976
ZINC,1609,30161,491144.0,390625
ZINC,1610,20085,340704.0,331776
ZINC,1611,21020,361584.0,390625
ZINC,1612,3215,64800.0,38416
ZINC,1613,3946,77824.0,65536
ZINC,1614,9785,176400.0,160000
ZINC,1615,13777,241224.0,234256
ZINC,1616,61324,974728.0,1185921
ZINC,1617,3101,63000.0,38416
ZINC,1618,28978,477688.0,456976
ZINC,1619,16152,276480.0,234256
ZINC,1620,17481,300000.0,331776
ZINC,1621,12115,212960.0,194481
ZINC,1622,29499,496800.0,531441
ZINC,1623,9261,169344.0,160000
ZINC,1624,26641,439040.0,390625
ZINC,1625,19231,329888.0,331776
ZINC,1626,7210,132848.0,104976
ZINC,1627,16260,285000.0,331776
ZINC,1628,33851,561224.0,614656
ZINC,1629,8197,150400.0,130321
ZINC,1630,28954,477688.0,456976
ZINC,1631,14236,245456.0,194481
ZINC,1632,43113,696960.0,923521
ZINC,1633,19213,329888.0,331776
ZINC,1634,28322,470960.0,614656
ZINC,1635,14697,258048.0,279841
ZINC,1636,27765,464232.0,531441
ZINC,1637,16445,281088.0,279841
ZINC,1638,9761,176400.0,160000
ZINC,1639,3197,64800.0,38416
ZINC,1640,24529,413952.0,390625
ZINC,1641,11577,205216.0,194481
ZINC,1642,50382,813400.0,1048576
ZINC,1643,23030,384912.0,331776
ZINC,1644,8457,153600.0,104976
ZINC,1645,21508,367416.0,456976
ZINC,1646,27267,457504.0,531441
ZINC,1647,11845,209088.0,160000
ZINC,1648,12600,224296.0,234256
ZINC,1649,17064,295000.0,279841
ZINC,1650,25556,426496.0,456976
ZINC,1651,987,23232.0,20736
ZINC,1652,15080,262656.0,279841
ZINC,1653,13285,232760.0,194481
ZINC,1654,9835,176400.0,130321
ZINC,1655,14732,258048.0,279841
ZINC,1656,55610,891648.0,1185921
ZINC,1657,10309,183456.0,130321
ZINC,1658,8613,156800.0,104976
ZINC,1659,34561,568912.0,614656
ZINC,1660,3671,73728.0,65536
ZINC,1661,6979,129960.0,130321
ZINC,1662,12947,228528.0,234256
ZINC,1663,74780,1168128.0,1500625
ZINC,1664,3834,75776.0,50625
ZINC,1665,19231,329888.0,331776
ZINC,1666,6783,127072.0,104976
ZINC,1667,33249,540000.0,456976
ZINC,1668,10986,197472.0,194481
ZINC,1669,68261,1074336.0,1336336
ZINC,1670,9250,169344.0,160000
ZINC,1671,17429,300000.0,279841
ZINC,1672,26155,432768.0,390625
ZINC,1673,17000,295000.0,331776
ZINC,1674,10051,179928.0,130321
ZINC,1675,4609,90168.0,83521
ZINC,1676,24499,413952.0,456976
ZINC,1677,10079,179928.0,130321
ZINC,1678,9790,176400.0,130321
ZINC,1679,24834,408240.0,331776
ZINC,1680,21553,367416.0,390625
ZINC,1681,7702,144000.0,160000
